#
#  10403s_rastcyc 1.0.2.1 Reactions link table generated on Wed Oct 28, 2015
#
1.10.2.2-RXN	EC-1.10.2.2
GCVT-RXN	EC-2.1.2.10
TDCEACT-RXN	EC-1.97.1.4
RXN-9532	EC-1.1.1.100
RXN1G-468	EC-1.3.1
RXN1G-339	EC-1.3.1
RXN-12275	
RXN-9548	EC-3.1.2.14
RXN1G-717	EC-1.1.1.100
2.3.1.168-RXN	EC-2.3.1.168
MBCOA-DHLIPOAMIDE-RXN	EC-2.3.1.168
RXN1G-210	EC-1.3.1
RXN-9518	EC-1.1.1.100
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	EC-4.2.1.59
RXN1G-364	EC-1.1.1.100
3.1.2.21-RXN	EC-3.1.2.21
BIOTINLIG-RXN	EC-6.3.4.15
RXN-9658	EC-1.3.1.9
RXN-9514	EC-1.1.1.100
RXN1G-1247	EC-1.1.1.100
RXN1G-951	EC-1.1.1.100
RXN-9789	EC-2.7.7.73
RXN-9632	EC-2.3.1.41
RXN0-1134	EC-1.2.4.1
3.5.1.28-RXN	EC-3.5.1.28
RXN-9652	EC-2.3.1.41
RXN1G-613	EC-1.1.1.100
RXN1G-820	EC-1.3.1
RXN1G-409	EC-1.1.1.100
RXN-9648	EC-2.3.1.41
RXN1G-1003	EC-2.3.1.41
PYFLAVOXRE-RXN	EC-1.2.99
1.2.4.4-RXN	EC-1.2.4.4
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	EC-1.17.4
THIAZOLSYN2-RXN	EC-2.8.1.10
LACTOSEPHOSPHO-RXN	EC-2.7.1.69
RXN-9535	EC-2.3.1.41
RXN0-5514	EC-2.3.1.51
RXN1G-1050	EC-1.1.1.100
HOLO-ACP-SYNTH-RXN	EC-2.7.8.7
1.3.1.9-RXN	EC-1.3.1.9
RXN1G-481	EC-1.1.1.100
1.3.1.10-RXN	EC-1.3.1.10
RXN-9527	EC-2.3.1.41
RXN-8629	EC-1.8.1.4
PRODISULFREDUCT-A-RXN	EC-1.8.4
METHYLVALERATE-RXN	EC-1.2.4.4
RXN-9651	EC-2.3.1.41
RXN-11476	EC-1.1.1.100
RXN0-723	
RXN1G-686	EC-1.3.1
RXN-11480	EC-1.1.1.100
4.2.1.59-RXN	EC-4.2.1.59
RXN1G-157	EC-1.1.1.100
RXN-9534	EC-1.3.1.39
2.7.1.69-RXN	EC-2.7.1.69
4.2.1.61-RXN	EC-4.2.1.59
ENOYL-ACP-REDUCT-NADH-RXN	EC-1.3.1.9
RXN-9526	EC-1.3.1.39
1.8.1.4-RXN	EC-1.8.1.4
RXN1G-248	EC-1.3.1
RXN-9655	EC-4.2.1.59
RXN-7101	
RXN-10659	EC-1.1.1.100
ADPREDUCT-RXN	EC-1.17.4.1
RXN-9549	EC-3.1.2.14
RXN-9659	EC-1.3.1.9
BIOTIN-CARBOXYL-RXN	EC-6.3.4.14
RXN-5061	EC-1.5.7.1
RXN1G-260	EC-1.1.1.100
RXN1G-26	EC-2.3.1.41
BUTYRYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.1
RXN0-948	
RXN-8669	EC-1.8.4.11
RXN1G-460	EC-2.3.1.41
RXN1G-203	EC-1.1.1.100
2.7.3.9-RXN	EC-2.7.3.9
RXN0-5254	
RXN0-5245	
RXN0-5248	
RXN0-5257	
RXN0-5265	
TRANS-RXN0-237	
RXN0-6490	
RXN0-5253	
RXN0-5259	
RXN0-5244	
RXN0-5261	
TRANS-RXNAB3-5	
TRANS-RXNAB3-71	
TRANS-RXNAB3-6	
TRANS-RXNAB3-55	
TRANS-RXNAB3-33	
TRANS-RXNAB3-63	
TRANS-RXNAB3-70	
TRANS-RXNAB3-43	
TRANS-RXNAB3-56	
TRANS-RXNAB3-9	
TRANS-RXNAB3-54	
TRANS-RXNAB3-73	
TRANS-RXNAB3-13	
TRANS-RXNAB3-64	
TRANS-RXNAB3-40	
TRANS-RXNAB3-8	
TRANS-RXNAB3-74	
TRANS-RXNAB3-34	
TRANS-RXNAB3-72	
TRANS-RXNAB3-28	
TRANS-RXNAB3-53	
TRANS-RXNAB3-50	
TRANS-RXNAB3-52	
TRANS-RXNAB3-44	
TRANS-RXNAB3-27	
TRANS-RXNAB3-66	
TRANS-RXNAB3-75	
TRANS-RXNAB3-67	
TRANS-RXNAB3-62	
TRANS-RXNAB3-51	
TRANS-RXNAB3-31	
TRANS-RXNAB3-7	
TRANS-RXNAB3-39	
TRANS-RXNAB3-68	
TRANS-RXNAB3-76	
TRANS-RXNAB3-65	
TRANS-RXNAB3-47	
TRANS-RXNAB3-32	
TRANS-RXNAB3-16	
TRANS-RXNAB3-46	
TRANS-RXNAB3-69	
TRANS-RXNAB3-4	
TRANS-RXNAB3-2	
TRANS-RXNAB3-30	
TRANS-RXNAB3-14	
TRANS-RXNAB3-42	
TRANS-RXNAB3-22	
TRANS-RXNAB3-11	
TRANS-RXNAB3-26	
TRANS-RXNAB3-61	
TRANS-RXNAB3-35	
TRANS-RXNAB3-3	
TRANS-RXNAB3-17	
TRANS-RXNAB3-41	
TRANS-RXNAB3-18	
TRANS-RXNAB3-49	
TRANS-RXNAB3-15	
TRANS-RXNAB3-57	
TRANS-RXNAB3-60	
TRANS-RXNAB3-1	
TRANS-RXNAB3-29	
TRANS-RXNAB3-20	
TRANS-RXNAB3-48	
TRANS-RXNAB3-24	
TRANS-RXNAB3-12	
TRANS-RXNAB3-21	
TRANS-RXNAB3-59	
TRANS-RXNAB3-58	
TRANS-RXNAB3-45	
TRANS-RXNAB3-19	
TRANS-RXNAB3-23	
TRANS-RXNAB3-38	
TRANS-RXNAB3-25	
TRANS-RXNAB3-10	
TRANS-RXNAB3-37	
TRANS-RXNAB3-36	
